date,total_passengers,morning_rush,evening_rush,year,avg_temp,total_rainfall,max_rainfall,rain_hours,min_temp,max_temp,has_rain,temp_category,rainfall_category,day_of_week,weekday,is_weekend,month,season
2023-09-14,5165510,944726,905270,2023,23.7,1.9,0.7,2,20.3,26.8,1,쾌적,약한비,Thursday,3,0,9,가을
2023-09-15,5194025,900154,913776,2023,22.8,0.5,0.3,1,21.4,24.1,1,쾌적,약한비,Friday,4,0,9,가을
2023-09-16,3712964,268914,436544,2023,23.9,41.4,25.6,5,22.0,26.5,1,쾌적,강한비,Saturday,5,1,9,가을
2023-09-17,2693135,167635,346259,2023,24.8,0.0,0.0,0,22.1,27.8,0,쾌적,맑음,Sunday,6,1,9,가을
2023-09-18,4979557,942902,912244,2023,24.4,0.0,0.0,0,21.7,28.5,0,쾌적,맑음,Monday,0,0,9,가을
2023-09-19,5106630,960944,908999,2023,24.2,2.7,1.1,7,21.4,27.2,1,쾌적,약한비,Tuesday,1,0,9,가을
2023-09-20,4996442,945948,896571,2023,19.3,33.1,7.8,9,18.1,21.7,1,쾌적,강한비,Wednesday,2,0,9,가을
2023-09-21,5178807,946227,903859,2023,19.2,0.0,0.0,0,15.3,23.4,0,쾌적,맑음,Thursday,3,0,9,가을
2023-09-22,5386006,909612,939632,2023,20.9,0.0,0.0,0,16.5,26.5,0,쾌적,맑음,Friday,4,0,9,가을
2023-09-23,3892462,280315,467964,2023,22.2,0.0,0.0,0,18.0,27.5,0,쾌적,맑음,Saturday,5,1,9,가을
2023-09-24,2732220,174326,343599,2023,21.7,0.3,0.2,1,17.9,25.9,1,쾌적,약한비,Sunday,6,1,9,가을
2023-09-25,5036462,942318,905720,2023,21.6,18.2,4.7,10,18.7,25.9,1,쾌적,보통비,Monday,0,0,9,가을
2023-09-26,5142024,941359,921559,2023,20.4,15.3,2.1,19,19.7,20.9,1,쾌적,보통비,Tuesday,1,0,9,가을
2023-09-27,4982495,876169,662641,2023,21.6,0.3,0.2,1,19.6,23.4,1,쾌적,약한비,Wednesday,2,0,9,가을
2023-09-28,2073818,141193,256666,2023,21.8,0.0,0.0,0,17.5,27.0,0,쾌적,맑음,Thursday,3,0,9,가을
2023-09-29,1684786,110755,221180,2023,21.4,0.3,0.3,1,18.7,26.6,1,쾌적,약한비,Friday,4,0,9,가을
2023-09-30,2089036,111131,280424,2023,18.4,4.2,3.5,1,14.4,22.2,1,쾌적,약한비,Saturday,5,1,9,가을
2023-10-01,2487735,135560,329734,2023,17.9,0.0,0.0,0,13.0,23.5,0,쾌적,맑음,Sunday,6,1,10,가을
2023-10-02,2835325,183028,372568,2023,18.5,0.0,0.0,0,14.4,24.4,0,쾌적,맑음,Monday,0,0,10,가을
2023-10-03,2505663,155604,340713,2023,17.4,0.0,0.0,0,14.2,22.3,0,쾌적,맑음,Tuesday,1,0,10,가을
2023-10-04,4886890,938293,918571,2023,16.0,14.7,11.3,2,10.1,23.0,1,쾌적,보통비,Wednesday,2,0,10,가을
2023-10-05,5070091,951422,926254,2023,14.1,0.0,0.0,0,9.7,18.9,0,쾌적,맑음,Thursday,3,0,10,가을
2023-10-06,5276040,918151,941072,2023,16.1,0.0,0.0,0,11.9,21.0,0,쾌적,맑음,Friday,4,0,10,가을
2023-10-07,3950691,275678,474522,2023,17.7,0.0,0.0,0,15.2,21.2,0,쾌적,맑음,Saturday,5,1,10,가을
2023-10-08,2950314,177551,371016,2023,17.2,0.5,0.3,3,15.5,19.4,1,쾌적,약한비,Sunday,6,1,10,가을
2023-10-09,2789890,178553,361220,2023,16.3,0.7,0.7,1,11.9,22.2,1,쾌적,약한비,Monday,0,0,10,가을
2023-10-10,5067187,957523,924115,2023,17.5,0.0,0.0,0,13.0,23.2,0,쾌적,맑음,Tuesday,1,0,10,가을
2023-10-11,5161456,960875,924440,2023,17.3,0.0,0.0,0,12.0,23.8,0,쾌적,맑음,Wednesday,2,0,10,가을
2023-10-12,5195512,958479,911193,2023,18.2,0.0,0.0,0,14.3,23.7,0,쾌적,맑음,Thursday,3,0,10,가을
2023-10-13,5414105,914950,946555,2023,17.2,1.5,1.1,2,13.4,21.4,1,쾌적,약한비,Friday,4,0,10,가을
2023-10-14,3646354,265547,446103,2023,14.0,4.3,2.2,3,11.1,17.7,1,쾌적,약한비,Saturday,5,1,10,가을
2023-10-15,2908424,179077,374888,2023,16.5,0.0,0.0,0,11.9,20.8,0,쾌적,맑음,Sunday,6,1,10,가을
2023-10-16,4985447,941102,911411,2023,13.2,0.0,0.0,0,7.5,19.1,0,쾌적,맑음,Monday,0,0,10,가을
2023-10-17,5138875,961107,925775,2023,14.2,0.0,0.0,0,9.2,20.6,0,쾌적,맑음,Tuesday,1,0,10,가을
2023-10-18,5168080,953915,909900,2023,17.9,8.0,7.3,2,15.7,21.4,1,쾌적,보통비,Wednesday,2,0,10,가을
2023-10-19,5027855,937082,893122,2023,15.4,0.2,0.2,0,10.1,18.8,0,쾌적,약한비,Thursday,3,0,10,가을
2023-10-20,5408386,902912,945309,2023,7.4,0.0,1.0,1,-5.0,14.9,1,쾌적,맑음,Friday,4,0,10,가을
2023-10-21,3912002,277046,476454,2023,10.4,0.0,0.0,0,5.4,16.4,0,쾌적,맑음,Saturday,5,1,10,가을
2023-10-22,2844831,177205,360893,2023,14.2,0.0,0.0,0,11.2,18.4,0,쾌적,맑음,Sunday,6,1,10,가을
2023-10-23,4945897,934325,897740,2023,15.3,0.0,0.0,0,11.3,20.9,0,쾌적,맑음,Monday,0,0,10,가을
2023-10-24,5068339,952026,906339,2023,15.8,0.0,0.0,0,12.7,19.0,0,쾌적,맑음,Tuesday,1,0,10,가을
2023-10-25,5158175,945464,906046,2023,17.3,0.0,0.0,0,15.5,21.4,0,쾌적,맑음,Wednesday,2,0,10,가을
2023-10-26,5123337,932137,891987,2023,16.8,0.0,0.0,0,13.0,20.7,0,쾌적,맑음,Thursday,3,0,10,가을
2023-10-27,5345187,889219,912756,2023,14.3,0.0,0.0,0,9.5,19.8,0,쾌적,맑음,Friday,4,0,10,가을
2023-10-28,3971705,289738,479200,2023,14.2,0.0,0.0,0,9.8,20.6,0,쾌적,맑음,Saturday,5,1,10,가을
2023-10-29,2887637,178558,371484,2023,14.9,0.0,0.0,0,9.7,21.7,0,쾌적,맑음,Sunday,6,1,10,가을
2023-10-30,4966498,930238,897651,2023,15.8,0.0,0.0,0,12.7,21.6,0,쾌적,맑음,Monday,0,0,10,가을
2023-10-31,5092241,951324,904634,2023,17.9,0.0,0.0,0,15.4,20.4,0,쾌적,맑음,Tuesday,1,0,10,가을
2023-11-01,5022142,946359,899872,2023,19.5,0.0,0.0,0,18.5,20.5,0,쾌적,맑음,Wednesday,2,0,11,가을
2023-11-02,5147502,945547,909435,2023,20.7,0.0,0.0,0,18.4,25.5,0,쾌적,맑음,Thursday,3,0,11,가을
2023-11-03,5225651,898745,910411,2023,18.3,8.5,8.2,2,14.2,22.2,1,쾌적,보통비,Friday,4,0,11,가을
2023-11-04,3861977,277426,458182,2023,17.5,4.7,4.1,3,15.1,20.7,1,쾌적,약한비,Saturday,5,1,11,가을
2023-11-05,2606222,162587,321914,2023,18.2,46.5,14.3,13,15.3,20.3,1,쾌적,강한비,Sunday,6,1,11,가을
2023-11-06,4800444,921705,898686,2023,9.0,5.0,2.5,9,3.7,15.4,1,쾌적,보통비,Monday,0,0,11,가을
2023-11-07,5094241,954129,922621,2023,5.2,0.0,0.0,0,1.9,9.8,0,쾌적,맑음,Tuesday,1,0,11,가을
2023-11-08,5178846,948560,919387,2023,9.7,0.0,0.0,0,6.0,16.0,0,쾌적,맑음,Wednesday,2,0,11,가을
2023-11-09,5033490,938456,849176,2023,10.0,5.1,4.7,2,-0.2,18.3,1,쾌적,보통비,Thursday,3,0,11,가을
2023-11-10,5174062,881576,897336,2023,2.1,0.0,0.0,0,-1.7,7.3,0,추움,맑음,Friday,4,0,11,가을
2023-11-11,3879418,259591,468698,2023,1.6,0.0,0.0,1,-1.8,6.4,1,추움,맑음,Saturday,5,1,11,가을
2023-11-12,2675406,158626,338225,2023,1.2,0.0,0.0,0,-2.1,5.5,0,추움,맑음,Sunday,6,1,11,가을
2023-11-13,4886282,918420,890681,2023,2.5,0.0,0.0,0,-0.6,6.5,0,추움,맑음,Monday,0,0,11,가을
2023-11-14,5030657,938763,900977,2023,5.9,0.0,0.0,0,2.0,10.6,0,쾌적,맑음,Tuesday,1,0,11,가을
2023-11-15,5142014,931250,897512,2023,8.4,0.0,0.0,0,6.3,12.5,0,쾌적,맑음,Wednesday,2,0,11,가을
2023-11-16,4977036,841940,903879,2023,5.1,8.4,1.8,9,0.7,7.4,1,쾌적,보통비,Thursday,3,0,11,가을
2023-11-17,5234782,855923,909145,2023,-0.0,0.0,0.0,0,-3.6,5.0,0,추움,맑음,Friday,4,0,11,가을
2023-11-18,3760287,256857,453493,2023,2.0,0.0,0.0,0,-0.2,5.7,0,추움,맑음,Saturday,5,1,11,가을
2023-11-19,2778525,164075,345128,2023,6.4,0.0,0.0,0,1.8,13.4,0,쾌적,맑음,Sunday,6,1,11,가을
2023-11-20,4949201,913143,899330,2023,6.2,0.0,0.0,0,1.5,12.7,0,쾌적,맑음,Monday,0,0,11,가을
2023-11-21,5082663,941164,906931,2023,7.9,0.0,0.0,0,2.9,14.4,0,쾌적,맑음,Tuesday,1,0,11,가을
2023-11-22,5116021,930744,895720,2023,12.1,0.1,0.1,1,7.5,14.8,1,쾌적,약한비,Wednesday,2,0,11,가을
2023-11-23,5154134,926335,898814,2023,5.2,0.0,0.0,0,-2.9,14.1,0,쾌적,맑음,Thursday,3,0,11,가을
2023-11-24,5265582,869482,900804,2023,-2.5,0.0,0.0,0,-5.7,1.9,0,추움,맑음,Friday,4,0,11,가을
2023-11-25,3756663,251056,460822,2023,0.7,0.0,0.0,0,-1.6,3.7,0,추움,맑음,Saturday,5,1,11,가을
2023-11-26,2706082,161322,336966,2023,5.5,2.3,0.6,6,3.0,7.2,1,쾌적,약한비,Sunday,6,1,11,가을
2023-11-27,4851984,901886,886491,2023,5.0,1.3,1.0,1,-0.3,9.2,1,추움,약한비,Monday,0,0,11,가을
2023-11-28,5076841,934345,901254,2023,-0.2,0.0,0.0,0,-3.8,3.5,0,추움,맑음,Tuesday,1,0,11,가을
2023-11-29,5098224,925014,895893,2023,-2.4,0.0,0.0,0,-7.0,2.8,0,추움,맑음,Wednesday,2,0,11,가을
2023-11-30,5013155,913857,885689,2023,-4.0,0.0,0.0,0,-6.6,-0.7,0,추움,맑음,Thursday,3,0,11,가을
2023-12-01,5215878,879545,908380,2023,-2.0,0.0,0.0,0,-4.1,0.3,0,추움,맑음,Friday,4,0,12,겨울
2023-12-02,3706465,240714,429716,2023,2.4,0.0,0.0,0,-2.6,7.7,0,추움,맑음,Saturday,5,1,12,겨울
2023-12-03,2666363,151449,330144,2023,0.7,0.0,0.0,0,-2.8,5.6,0,추움,맑음,Sunday,6,1,12,겨울
2023-12-04,4904519,915093,887796,2023,4.9,0.0,0.0,0,1.2,9.0,0,추움,맑음,Monday,0,0,12,겨울
2023-12-05,5067043,933747,890857,2023,6.9,0.0,0.0,0,3.9,12.2,0,쾌적,맑음,Tuesday,1,0,12,겨울
2023-12-06,5031863,923293,873048,2023,5.3,3.8,2.7,2,0.9,8.6,1,쾌적,약한비,Wednesday,2,0,12,겨울
2023-12-07,5139339,921194,875055,2023,7.8,0.0,0.0,0,4.7,11.4,0,쾌적,맑음,Thursday,3,0,12,겨울
2023-12-08,5270064,869274,890531,2023,13.7,0.0,0.0,0,9.0,16.7,0,쾌적,맑음,Friday,4,0,12,겨울
2023-12-09,3854869,239846,449529,2023,12.3,0.0,0.0,0,6.7,16.1,0,쾌적,맑음,Saturday,5,1,12,겨울
2023-12-10,2719525,152562,332278,2023,12.2,1.2,0.5,5,9.1,15.4,1,쾌적,약한비,Sunday,6,1,12,겨울
2023-12-11,4800546,895547,868701,2023,6.6,10.6,2.1,9,3.9,11.2,1,쾌적,보통비,Monday,0,0,12,겨울
2023-12-12,5115348,923545,886469,2023,5.0,0.0,0.0,0,2.7,9.2,0,추움,맑음,Tuesday,1,0,12,겨울
2023-12-13,5182431,918565,878931,2023,8.6,0.1,0.1,1,5.8,10.3,1,쾌적,약한비,Wednesday,2,0,12,겨울
2023-12-14,5133378,907208,871798,2023,6.6,40.0,4.3,21,5.0,7.8,1,쾌적,강한비,Thursday,3,0,12,겨울
2023-12-15,5259266,852629,885935,2023,3.0,9.5,3.3,11,-2.0,5.1,1,추움,보통비,Friday,4,0,12,겨울
2023-12-16,3996496,247316,470243,2023,-7.8,0.0,0.0,0,-12.3,-2.3,0,한파,맑음,Saturday,5,1,12,겨울
2023-12-17,2598805,143966,332635,2023,-9.7,0.0,0.0,0,-12.1,-6.5,0,한파,맑음,Sunday,6,1,12,겨울
2023-12-18,4838861,868721,872041,2023,-6.1,0.0,0.0,0,-8.3,-3.5,0,한파,맑음,Monday,0,0,12,겨울
2023-12-19,5126746,896087,891470,2023,-3.2,1.1,0.7,3,-7.3,0.0,1,추움,약한비,Tuesday,1,0,12,겨울
2023-12-20,5221246,913701,899015,2023,-9.9,0.0,0.0,0,-14.2,-5.1,0,한파,맑음,Wednesday,2,0,12,겨울
2023-12-21,4986828,870922,864648,2023,-11.8,0.0,0.0,0,-14.6,-8.3,0,한파,맑음,Thursday,3,0,12,겨울
2023-12-22,5151793,804097,871757,2023,-10.8,0.0,0.0,0,-13.0,-8.0,0,한파,맑음,Friday,4,0,12,겨울
2023-12-23,3664742,214203,463397,2023,-4.2,1.1,0.7,1,-8.3,-1.3,1,추움,약한비,Saturday,5,1,12,겨울
2023-12-24,3163689,140519,453089,2023,-0.8,0.5,0.3,2,-3.6,2.5,1,추움,약한비,Sunday,6,1,12,겨울
2023-12-25,2952102,139092,412704,2023,-0.7,0.2,0.2,0,-2.5,2.0,0,추움,약한비,Monday,0,0,12,겨울
2023-12-26,4862005,807822,848708,2023,1.8,0.0,0.0,0,-2.6,7.1,0,추움,맑음,Tuesday,1,0,12,겨울
2023-12-27,5035765,830517,856604,2023,1.8,0.0,0.0,0,-1.5,6.7,0,추움,맑음,Wednesday,2,0,12,겨울
2023-12-28,4976431,806497,824663,2023,1.4,0.0,0.0,0,-1.3,4.2,0,추움,맑음,Thursday,3,0,12,겨울
2023-12-29,4969266,722832,693650,2023,1.5,0.5,0.5,1,-0.7,4.4,1,추움,약한비,Friday,4,0,12,겨울
2023-12-30,3410248,208253,397190,2023,1.4,17.3,2.5,14,0.0,2.8,1,추움,보통비,Saturday,5,1,12,겨울
2023-12-31,2718245,129849,357230,2023,1.6,0.0,0.0,0,0.0,4.3,0,추움,맑음,Sunday,6,1,12,겨울
2024-01-01,1946406,117261,248202,2024,4.1,0.0,0.0,0,2.3,7.2,0,추움,맑음,Monday,0,0,1,겨울
2024-01-02,4620510,865248,909652,2024,2.8,0.2,0.2,1,2.0,4.2,1,추움,약한비,Tuesday,1,0,1,겨울
2024-01-03,4805574,883500,923420,2024,0.3,0.4,0.4,0,-3.1,3.9,0,추움,약한비,Wednesday,2,0,1,겨울
2024-01-04,4895162,886492,905476,2024,3.7,0.0,0.0,0,-0.4,5.3,0,추움,맑음,Thursday,3,0,1,겨울
2024-01-05,5039911,854590,930179,2024,3.1,0.0,0.0,0,-2.5,8.8,0,추움,맑음,Friday,4,0,1,겨울
2024-01-06,3503529,225007,423073,2024,-0.1,2.4,1.4,2,-4.9,4.7,1,추움,약한비,Saturday,5,1,1,겨울
2024-01-07,2466181,143476,316893,2024,-6.3,0.0,0.0,0,-10.0,-1.7,0,한파,맑음,Sunday,6,1,1,겨울
2024-01-08,4662663,874867,903761,2024,-1.8,0.5,0.5,1,-5.6,-0.3,1,추움,약한비,Monday,0,0,1,겨울
2024-01-09,4880279,908977,903371,2024,-1.0,1.1,0.4,1,-3.9,0.4,1,추움,약한비,Tuesday,1,0,1,겨울
2024-01-10,4955735,891257,920263,2024,-0.4,0.0,0.0,0,-2.3,3.1,0,추움,맑음,Wednesday,2,0,1,겨울
2024-01-11,4944857,879022,893076,2024,2.3,0.0,0.0,0,-0.9,4.5,0,추움,맑음,Thursday,3,0,1,겨울
2024-01-12,5104018,847017,922971,2024,-0.1,0.0,0.0,0,-3.7,3.9,0,추움,맑음,Friday,4,0,1,겨울
2024-01-13,3601659,233007,429582,2024,1.0,0.0,0.0,0,-2.1,6.3,0,추움,맑음,Saturday,5,1,1,겨울
2024-01-14,2388330,139286,299468,2024,-1.9,3.1,1.8,4,-6.8,2.4,1,추움,약한비,Sunday,6,1,1,겨울
2024-01-15,4729377,873407,914489,2024,-3.8,0.0,0.0,0,-7.1,0.9,0,추움,맑음,Monday,0,0,1,겨울
2024-01-16,4868466,886187,908123,2024,0.0,0.0,0.0,0,-3.2,4.3,0,추움,맑음,Tuesday,1,0,1,겨울
2024-01-17,4926498,878290,908048,2024,1.4,10.2,1.8,10,0.7,1.9,1,추움,보통비,Wednesday,2,0,1,겨울
2024-01-18,4961935,878334,899257,2024,5.4,0.0,0.0,0,1.9,9.4,0,쾌적,맑음,Thursday,3,0,1,겨울
2024-01-19,5122904,841306,919076,2024,5.2,0.0,0.0,0,3.5,8.3,0,쾌적,맑음,Friday,4,0,1,겨울
2024-01-20,3569529,233888,424360,2024,2.8,0.4,0.3,1,1.9,4.9,1,추움,약한비,Saturday,5,1,1,겨울
2024-01-21,2514501,142961,313986,2024,-1.3,0.6,0.2,2,-8.8,4.3,1,추움,약한비,Sunday,6,1,1,겨울
2024-01-22,4614676,866244,894372,2024,-10.8,0.0,0.0,0,-13.9,-7.0,0,한파,맑음,Monday,0,0,1,겨울
2024-01-23,4517331,862605,879615,2024,-10.7,0.0,0.0,0,-12.0,-8.7,0,한파,맑음,Tuesday,1,0,1,겨울
2024-01-24,4688698,863074,891411,2024,-7.4,0.0,0.0,0,-9.5,-4.0,0,한파,맑음,Wednesday,2,0,1,겨울
2024-01-25,4846022,867666,904099,2024,-4.2,0.0,0.0,0,-6.7,-0.6,0,추움,맑음,Thursday,3,0,1,겨울
2024-01-26,5051081,835589,906918,2024,-0.8,0.0,0.0,0,-4.5,3.5,0,추움,맑음,Friday,4,0,1,겨울
2024-01-27,3566099,227728,423456,2024,-0.7,0.0,0.0,0,-4.7,4.1,0,추움,맑음,Saturday,5,1,1,겨울
2024-01-28,2549718,144317,323627,2024,-1.3,0.0,0.0,0,-4.6,3.5,0,추움,맑음,Sunday,6,1,1,겨울
2024-01-29,4763904,869453,904808,2024,0.0,0.0,0.0,0,-3.8,4.2,0,추움,맑음,Monday,0,0,1,겨울
2024-01-30,4896648,886163,911438,2024,3.0,0.0,0.0,0,0.6,7.7,0,추움,맑음,Tuesday,1,0,1,겨울
2024-01-31,4929543,876343,906517,2024,4.1,0.0,0.0,0,-1.2,10.1,0,추움,맑음,Wednesday,2,0,1,겨울
2024-02-01,4946760,888215,907449,2024,3.1,0.0,0.0,0,1.1,7.5,0,추움,맑음,Thursday,3,0,2,겨울
2024-02-02,5102847,860657,932296,2024,3.0,0.0,0.0,0,-0.1,7.7,0,추움,맑음,Friday,4,0,2,겨울
2024-02-03,3465087,230434,405969,2024,5.7,0.0,0.0,0,3.7,8.2,0,쾌적,맑음,Saturday,5,1,2,겨울
2024-02-04,2597105,152186,328151,2024,7.3,1.2,0.6,1,3.5,11.7,1,쾌적,약한비,Sunday,6,1,2,겨울
2024-02-05,4788096,887612,916820,2024,1.4,2.9,0.6,6,0.0,4.1,1,추움,약한비,Monday,0,0,2,겨울
2024-02-06,4947519,896865,915831,2024,1.0,0.0,0.0,0,-0.7,2.7,0,추움,맑음,Tuesday,1,0,2,겨울
2024-02-07,4940027,873709,901998,2024,-0.1,0.0,0.0,0,-2.9,2.5,0,추움,맑음,Wednesday,2,0,2,겨울
2024-02-08,4705909,790326,640464,2024,0.8,0.0,0.0,0,-2.3,6.0,0,추움,맑음,Thursday,3,0,2,겨울
2024-02-09,1946325,122850,240097,2024,1.4,0.0,0.0,0,-1.3,6.0,0,추움,맑음,Friday,4,0,2,겨울
2024-02-10,1545439,102336,198708,2024,1.4,0.0,0.0,0,-2.9,7.1,0,추움,맑음,Saturday,5,1,2,겨울
2024-02-11,2114591,101717,267608,2024,1.0,0.0,0.0,0,-2.8,5.0,0,추움,맑음,Sunday,6,1,2,겨울
2024-02-12,2294344,121703,309854,2024,5.1,0.0,0.0,0,2.0,10.0,0,쾌적,맑음,Monday,0,0,2,겨울
2024-02-13,4632818,822266,898189,2024,10.5,0.0,0.0,0,7.2,13.5,0,쾌적,맑음,Tuesday,1,0,2,겨울
2024-02-14,5036290,884114,952001,2024,12.6,0.2,0.2,1,8.0,17.9,1,쾌적,약한비,Wednesday,2,0,2,겨울
2024-02-15,4918456,880784,913498,2024,1.2,10.7,2.8,5,-1.4,6.8,1,추움,보통비,Thursday,3,0,2,겨울
2024-02-16,5270964,863667,957937,2024,2.6,0.0,0.0,0,-0.9,7.8,0,추움,맑음,Friday,4,0,2,겨울
2024-02-17,3847588,248795,471607,2024,5.4,0.0,0.0,0,1.2,11.2,0,쾌적,맑음,Saturday,5,1,2,겨울
2024-02-18,2672178,157478,328751,2024,9.0,24.6,4.2,13,6.0,11.0,1,쾌적,강한비,Sunday,6,1,2,겨울
2024-02-19,4752436,872083,900748,2024,6.6,1.7,0.6,3,2.9,11.9,1,쾌적,약한비,Monday,0,0,2,겨울
2024-02-20,5026220,895170,929316,2024,4.2,8.8,1.7,10,2.4,6.7,1,추움,보통비,Tuesday,1,0,2,겨울
2024-02-21,4932400,883216,921132,2024,0.7,20.1,1.8,18,-1.0,2.7,1,추움,강한비,Wednesday,2,0,2,겨울
2024-02-22,5127093,913297,922149,2024,-1.9,-0.6,0.2,1,-5.0,1.5,1,추움,약한비,Thursday,3,0,2,겨울
2024-02-23,5287020,853148,943890,2024,1.8,0.0,0.0,0,-1.2,5.9,0,추움,맑음,Friday,4,0,2,겨울
2024-02-24,3867968,250813,477744,2024,2.6,4.1,0.7,9,0.8,5.8,1,추움,약한비,Saturday,5,1,2,겨울
2024-02-25,2775161,160637,363415,2024,2.4,0.0,0.0,0,-1.1,5.5,0,추움,맑음,Sunday,6,1,2,겨울
2024-02-26,4944996,878752,918886,2024,4.6,0.0,0.0,0,1.2,9.7,0,추움,맑음,Monday,0,0,2,겨울
2024-02-27,5059810,892961,921638,2024,6.0,0.0,0.0,0,3.2,9.4,0,쾌적,맑음,Tuesday,1,0,2,겨울
2024-02-28,5118705,881676,916245,2024,6.3,0.0,0.0,0,3.0,10.0,0,쾌적,맑음,Wednesday,2,0,2,겨울
2024-02-29,5190640,852085,932710,2024,2.5,0.0,0.0,0,-5.1,9.3,0,추움,맑음,Thursday,3,0,2,겨울
2024-03-01,3201504,190398,406117,2024,-5.3,0.0,0.0,0,-7.9,-1.5,0,한파,맑음,Friday,4,0,3,봄
2024-03-02,3276412,210770,399670,2024,2.6,0.0,0.0,0,-1.5,4.3,0,추움,맑음,Saturday,5,1,3,봄
2024-03-03,2585274,150848,329393,2024,3.2,0.0,0.0,0,-1.7,7.6,0,추움,맑음,Sunday,6,1,3,봄
2024-03-04,4936777,922056,908673,2024,7.6,0.0,0.0,0,4.2,11.4,0,쾌적,맑음,Monday,0,0,3,봄
2024-03-05,5072455,959200,923335,2024,6.9,0.0,0.0,0,2.5,10.9,0,쾌적,맑음,Tuesday,1,0,3,봄
2024-03-06,5178207,957971,930079,2024,6.1,0.0,0.0,0,2.8,10.0,0,쾌적,맑음,Wednesday,2,0,3,봄
2024-03-07,5228155,954427,931436,2024,2.9,2.1,2.1,0,-0.5,7.7,0,추움,약한비,Thursday,3,0,3,봄
2024-03-08,5380830,913953,959269,2024,1.7,0.0,0.0,0,-1.9,6.3,0,추움,맑음,Friday,4,0,3,봄
2024-03-09,3837438,257181,464038,2024,2.1,0.0,0.0,0,-1.6,7.0,0,추움,맑음,Saturday,5,1,3,봄
2024-03-10,2819917,162976,373893,2024,5.4,0.0,0.0,0,2.2,10.3,0,쾌적,맑음,Sunday,6,1,3,봄
2024-03-11,5031960,949963,931922,2024,7.1,0.2,0.2,0,4.5,10.4,0,쾌적,약한비,Monday,0,0,3,봄
2024-03-12,5119118,962208,926021,2024,5.3,1.9,1.4,3,1.5,9.8,1,쾌적,약한비,Tuesday,1,0,3,봄
2024-03-13,5256982,961498,941394,2024,7.0,0.0,0.0,0,3.5,11.6,0,쾌적,맑음,Wednesday,2,0,3,봄
2024-03-14,5313178,955346,943821,2024,8.7,0.0,0.0,0,4.0,15.2,0,쾌적,맑음,Thursday,3,0,3,봄
2024-03-15,5426155,914587,950303,2024,9.0,0.0,0.0,0,4.5,14.1,0,쾌적,맑음,Friday,4,0,3,봄
2024-03-16,4025010,263695,495204,2024,12.1,0.1,0.1,0,8.6,17.9,0,쾌적,약한비,Saturday,5,1,3,봄
2024-03-17,2925256,175506,374097,2024,6.9,0.0,0.0,0,1.5,12.1,0,쾌적,맑음,Sunday,6,1,3,봄
2024-03-18,5096070,956030,933453,2024,7.9,0.0,0.0,0,5.3,12.8,0,쾌적,맑음,Monday,0,0,3,봄
2024-03-19,5172213,966245,939482,2024,5.5,0.2,0.2,0,1.2,9.7,0,쾌적,약한비,Tuesday,1,0,3,봄
2024-03-20,5230926,953229,927507,2024,3.7,0.0,0.0,0,-0.8,8.1,0,추움,맑음,Wednesday,2,0,3,봄
2024-03-21,5354603,960112,948230,2024,6.5,0.0,0.0,0,3.9,11.3,0,쾌적,맑음,Thursday,3,0,3,봄
2024-03-22,5370837,911601,928614,2024,12.1,5.5,2.5,5,9.4,15.2,1,쾌적,보통비,Friday,4,0,3,봄
2024-03-23,3973760,266128,483872,2024,13.3,0.0,0.0,0,10.5,17.9,0,쾌적,맑음,Saturday,5,1,3,봄
2024-03-24,2937098,169895,378345,2024,16.7,0.0,0.0,0,12.1,23.2,0,쾌적,맑음,Sunday,6,1,3,봄
2024-03-25,5046439,950054,932117,2024,7.8,16.6,1.9,14,3.3,13.1,1,쾌적,보통비,Monday,0,0,3,봄
2024-03-26,5201439,963678,939330,2024,5.5,-1.0,0.0,0,-5.0,12.2,0,쾌적,약한비,Tuesday,1,0,3,봄
2024-03-27,5362384,964029,939998,2024,11.8,1.5,0.8,2,9.6,16.1,1,쾌적,약한비,Wednesday,2,0,3,봄
2024-03-28,5665438,1057308,929831,2024,9.0,0.4,0.2,1,5.4,12.1,1,쾌적,약한비,Thursday,3,0,3,봄
2024-03-29,5407750,909956,944136,2024,7.0,1.6,1.2,3,3.1,12.2,1,쾌적,약한비,Friday,4,0,3,봄
2024-03-30,3989169,264500,486614,2024,8.8,0.0,0.0,0,3.5,14.9,0,쾌적,맑음,Saturday,5,1,3,봄
2024-03-31,2960804,173998,382021,2024,11.4,0.0,0.0,0,5.5,17.5,0,쾌적,맑음,Sunday,6,1,3,봄
2024-04-01,5137638,953759,953051,2024,12.5,0.0,0.0,0,7.0,18.6,0,쾌적,맑음,Monday,0,0,4,봄
2024-04-02,5319090,979223,959825,2024,17.3,0.0,0.0,0,14.0,23.6,0,쾌적,맑음,Tuesday,1,0,4,봄
2024-04-03,5246908,963073,942144,2024,16.0,0.0,0.0,0,12.5,19.7,0,쾌적,맑음,Wednesday,2,0,4,봄
2024-04-04,5411460,962153,952004,2024,15.4,0.0,0.0,0,12.1,20.3,0,쾌적,맑음,Thursday,3,0,4,봄
2024-04-05,5540079,909585,970903,2024,13.0,0.0,0.0,0,8.2,18.6,0,쾌적,맑음,Friday,4,0,4,봄
2024-04-06,4175898,270507,512986,2024,12.6,0.0,0.0,0,7.8,18.9,0,쾌적,맑음,Saturday,5,1,4,봄
