date,total_passengers,morning_rush,evening_rush,year,avg_temp,total_rainfall,max_rainfall,rain_hours,min_temp,max_temp,has_rain,temp_category,rainfall_category,day_of_week,weekday,is_weekend,month,season
2024-11-02,4158516,287584,510761,2024,18.1,0.0,0.0,0,13.1,24.9,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-03,3108599,200378,376991,2024,18.7,0.1,0.1,0,16.5,23.4,0,쾌적,약한비,Sunday,6,1,11,가을
2024-11-04,5077100,944846,926752,2024,11.6,0.0,0.0,0,5.6,18.1,0,쾌적,맑음,Monday,0,0,11,가을
2024-11-05,5214454,960509,936506,2024,8.5,0.0,0.0,0,4.3,14.5,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-06,5234656,951725,934172,2024,6.6,0.0,0.0,0,1.7,12.1,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-07,5222927,942165,919484,2024,8.4,0.0,0.0,0,3.2,15.3,0,쾌적,맑음,Thursday,3,0,11,가을
2024-11-08,5394463,898474,926161,2024,11.2,0.0,0.0,0,6.9,17.4,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-09,4159504,278377,505222,2024,13.8,0.0,0.0,0,10.3,20.3,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-10,2944759,174736,365642,2024,14.4,0.0,0.0,0,9.7,20.9,0,쾌적,맑음,Sunday,6,1,11,가을
2024-11-11,5052006,931465,913166,2024,15.4,0.0,0.0,0,11.4,21.7,0,쾌적,맑음,Monday,0,0,11,가을
2024-11-12,5184197,954625,919858,2024,13.1,0.0,0.0,0,8.4,18.8,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-13,5249730,940262,912351,2024,15.7,0.0,0.0,0,13.3,20.7,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-14,5137292,858136,903927,2024,14.9,0.1,0.1,0,13.8,16.8,0,쾌적,약한비,Thursday,3,0,11,가을
2024-11-15,5346694,867257,912915,2024,17.6,0.0,0.0,0,14.9,21.5,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-16,4023045,275383,480967,2024,14.8,6.5,3.7,4,7.1,22.0,1,쾌적,보통비,Saturday,5,1,11,가을
2024-11-17,2950191,174242,387264,2024,4.3,0.0,0.0,0,-0.2,9.5,0,추움,맑음,Sunday,6,1,11,가을
2024-11-18,4980686,916085,910066,2024,3.1,0.0,0.0,0,0.4,7.6,0,추움,맑음,Monday,0,0,11,가을
2024-11-19,5134221,940296,917071,2024,6.1,0.0,0.0,0,2.4,10.9,0,쾌적,맑음,Tuesday,1,0,11,가을
2024-11-20,5217386,931738,909862,2024,7.6,0.0,0.0,0,6.0,9.5,0,쾌적,맑음,Wednesday,2,0,11,가을
2024-11-21,5213458,926869,905712,2024,9.2,0.0,0.0,0,3.5,13.5,0,쾌적,맑음,Thursday,3,0,11,가을
2024-11-22,5379172,877190,918358,2024,5.4,0.0,0.0,0,1.6,10.5,0,쾌적,맑음,Friday,4,0,11,가을
2024-11-23,4011456,269325,493520,2024,6.8,0.0,0.0,0,2.6,12.2,0,쾌적,맑음,Saturday,5,1,11,가을
2024-11-24,2930030,178111,364439,2024,7.8,0.0,0.0,0,3.7,13.6,0,쾌적,맑음,Sunday,6,1,11,가을
2024-11-25,5073405,921739,904530,2024,11.8,16.0,3.6,7,8.1,15.3,1,쾌적,보통비,Monday,0,0,11,가을
2024-11-26,5131745,938298,915857,2024,2.9,26.8,4.8,15,-1.2,8.3,1,추움,강한비,Tuesday,1,0,11,가을
2024-11-27,5412066,980569,911030,2024,-0.1,10.8,2.4,10,-1.0,0.7,1,추움,보통비,Wednesday,2,0,11,가을
2024-11-28,5254974,954718,891940,2024,-0.1,0.0,0.0,0,-3.2,3.3,0,추움,맑음,Thursday,3,0,11,가을
2024-11-29,5419817,889519,915661,2024,1.3,0.0,0.0,0,-0.4,3.1,0,추움,맑음,Friday,4,0,11,가을
2024-11-30,3924519,248637,465333,2024,3.3,0.0,0.0,0,1.6,5.6,0,추움,맑음,Saturday,5,1,11,가을
2024-12-01,2848005,159318,353355,2024,6.1,0.5,0.2,2,3.8,8.1,1,쾌적,약한비,Sunday,6,1,12,겨울
2024-12-02,5064660,928195,914850,2024,4.4,0.0,0.0,0,-2.3,12.8,0,추움,맑음,Monday,0,0,12,겨울
2024-12-03,5166156,942859,915985,2024,2.3,0.0,0.0,0,-0.7,5.1,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-04,5119660,914974,906185,2024,3.0,0.0,0.0,0,0.0,6.8,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-05,5181259,911796,890559,2024,4.1,2.3,1.8,1,0.1,8.3,1,추움,약한비,Thursday,3,0,12,겨울
2024-12-06,5379846,873875,926444,2024,1.0,0.0,0.0,0,-2.4,5.0,0,추움,맑음,Friday,4,0,12,겨울
2024-12-07,4141123,246446,512261,2024,-0.3,0.0,0.0,0,-3.8,4.3,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-08,2742417,152884,338271,2024,-0.2,0.0,0.0,0,-3.7,4.0,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-09,4975873,910845,888810,2024,1.9,0.0,0.0,0,-1.7,6.9,0,추움,맑음,Monday,0,0,12,겨울
2024-12-10,5177429,932965,900401,2024,3.2,0.0,0.0,0,0.4,6.6,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-11,5234150,922870,897717,2024,2.0,0.0,0.0,0,-3.1,8.2,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-12,5292574,916378,895403,2024,1.3,0.0,0.0,0,-0.7,5.1,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-13,5466689,867342,916077,2024,0.3,0.0,0.0,0,-3.5,4.5,0,추움,맑음,Friday,4,0,12,겨울
2024-12-14,4347274,245759,536979,2024,0.3,0.0,0.0,0,-1.5,2.4,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-15,2827391,155782,356260,2024,0.3,0.0,0.0,0,-3.2,5.1,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-16,5026501,896227,888918,2024,0.0,0.0,0.0,0,-3.0,3.8,0,추움,맑음,Monday,0,0,12,겨울
2024-12-17,5232143,913739,903947,2024,-1.6,0.0,0.0,0,-6.1,3.7,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-18,5215929,899613,894817,2024,-3.6,0.0,0.0,0,-6.5,0.3,0,추움,맑음,Wednesday,2,0,12,겨울
2024-12-19,5275922,893920,880921,2024,0.1,0.0,0.0,0,-3.2,4.8,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-20,5535890,849783,912877,2024,2.2,3.3,0.7,4,0.3,4.9,1,추움,약한비,Friday,4,0,12,겨울
2024-12-21,4285472,249390,534937,2024,-3.2,0.0,0.0,0,-7.5,0.8,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-22,2882286,150581,374128,2024,-2.4,0.0,0.0,0,-5.2,0.8,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-23,5112504,854667,895329,2024,0.4,0.0,0.0,0,-4.1,6.4,0,추움,맑음,Monday,0,0,12,겨울
2024-12-24,5332313,822085,951218,2024,0.6,0.0,0.0,0,-1.6,4.8,0,추움,맑음,Tuesday,1,0,12,겨울
2024-12-25,3268101,146543,454583,2024,3.7,0.1,0.1,0,0.0,6.1,0,추움,약한비,Wednesday,2,0,12,겨울
2024-12-26,5063478,812925,860195,2024,-2.3,0.0,0.0,0,-5.6,2.6,0,추움,맑음,Thursday,3,0,12,겨울
2024-12-27,5193900,787309,857435,2024,-2.5,0.0,0.0,0,-6.1,1.5,0,추움,맑음,Friday,4,0,12,겨울
2024-12-28,3851096,221214,482200,2024,-2.0,0.0,0.0,0,-4.5,0.8,0,추움,맑음,Saturday,5,1,12,겨울
2024-12-29,2706651,143753,340269,2024,2.9,0.0,0.0,0,-1.4,5.3,0,추움,맑음,Sunday,6,1,12,겨울
2024-12-30,4826282,773689,808739,2024,4.6,0.0,0.0,0,-1.6,10.0,0,추움,맑음,Monday,0,0,12,겨울
2024-12-31,4789831,716774,705603,2024,0.2,0.0,0.0,0,-2.4,4.0,0,추움,맑음,Tuesday,1,0,12,겨울
