날짜,호선,역명,역명_정규화,요일,카테고리,승차,하차,승하차합계,평균_승차,평균_하차,평균_승하차합계,상승률_%,상승여부
2023-01-25,4호선,혜화,혜화,Wednesday,시위,29801,29694,59495,39045.08276,38949.02759,77994.11034,-23.72,감소
2023-01-28,5호선,올림픽공원,올림픽공원,Saturday,행사,4222,4139,8361,2739.166667,2440,5179.166667,61.44,증가
2023-01-29,5호선,올림픽공원,올림픽공원,Sunday,행사,2569,2377,4946,3374.333333,3357,6731.333333,-26.52,감소
2023-02-01,4호선,혜화,혜화,Wednesday,시위,37268,36873,74141,39045.08276,38949.02759,77994.11034,-4.94,감소
2023-02-02,4호선,혜화,혜화,Thursday,시위,36316,36204,72520,38490.95139,38497.58333,76988.53472,-5.8,감소
2023-02-03,4호선,혜화,혜화,Friday,시위,37524,37707,75231,39891.46763,39756.85612,79648.32374,-5.55,감소
2023-02-04,5호선,올림픽공원,올림픽공원,Saturday,행사,3258,2983,6241,2739.166667,2440,5179.166667,20.5,증가
2023-02-05,5호선,올림픽공원,올림픽공원,Sunday,행사,2631,2469,5100,3374.333333,3357,6731.333333,-24.23,감소
2023-02-11,5호선,올림픽공원,올림픽공원,Saturday,행사,3730,3512,7242,2739.166667,2440,5179.166667,39.83,증가
2023-02-12,5호선,올림픽공원,올림픽공원,Sunday,행사,2916,2926,5842,3374.333333,3357,6731.333333,-13.21,감소
2023-02-13,4호선,삼각지,삼각지,Monday,시위,5826,6491,12317,5873.513333,6514.193333,12387.70667,-0.57,감소
2023-02-18,5호선,올림픽공원,올림픽공원,Saturday,행사,5095,4799,9894,2739.166667,2440,5179.166667,91.03,증가
2023-02-19,5호선,올림픽공원,올림픽공원,Sunday,행사,2656,2362,5018,3374.333333,3357,6731.333333,-25.45,감소
2023-02-20,4호선,혜화,혜화,Monday,시위,33920,33364,67284,32751.31915,32747.31206,65498.63121,2.73,증가
2023-02-23,2호선,시청,시청,Thursday,시위,29166,27895,57061,29729.20408,28537.02041,58266.22449,-2.07,감소
2023-02-24,2호선,시청,시청,Friday,시위,28874,27895,56769,29834.02027,28301.56757,58135.58784,-2.35,감소
2023-02-25,5호선,올림픽공원,올림픽공원,Saturday,행사,3634,3198,6832,2739.166667,2440,5179.166667,31.91,증가
2023-02-25,2호선,종합운동장,종합운동장,Saturday,행사,7569,8410,15979,11157.85556,12532.94444,23690.8,-32.55,감소
2023-02-26,2호선,종합운동장,종합운동장,Sunday,행사,6882,7421,14303,11497.52632,12325.68421,23823.21053,-39.96,감소
2023-02-26,5호선,올림픽공원,올림픽공원,Sunday,행사,2751,2610,5361,3374.333333,3357,6731.333333,-20.36,감소
2023-02-28,5호선,올림픽공원,올림픽공원,Tuesday,행사,5838,5399,11237,5070.673611,4315.652778,9386.326389,19.72,증가
2023-03-02,2호선,시청,시청,Thursday,시위,27042,26313,53355,29729.20408,28537.02041,58266.22449,-8.43,감소
2023-03-02,5호선,올림픽공원,올림픽공원,Thursday,행사,5247,4681,9928,5183.440559,4403.132867,9586.573427,3.56,증가
2023-03-03,5호선,올림픽공원,올림픽공원,Friday,행사,5357,4783,10140,5334.41791,4560.880597,9895.298507,2.47,증가
2023-03-04,5호선,올림픽공원,올림픽공원,Saturday,행사,4600,4212,8812,2739.166667,2440,5179.166667,70.14,증가
2023-03-05,5호선,올림픽공원,올림픽공원,Sunday,행사,4215,4256,8471,3374.333333,3357,6731.333333,25.84,증가
2023-03-07,2호선,시청,시청,Tuesday,시위,28286,27437,55723,29145.64384,27907.08219,57052.72603,-2.33,감소
2023-03-09,4호선,삼각지,삼각지,Thursday,시위,6325,7050,13375,6710.277027,7547.959459,14258.23649,-6.19,감소
2023-03-11,5호선,올림픽공원,올림픽공원,Saturday,행사,6781,7101,13882,2739.166667,2440,5179.166667,168.04,증가
2023-03-12,5호선,올림픽공원,올림픽공원,Sunday,행사,5063,5435,10498,3374.333333,3357,6731.333333,55.96,증가
2023-03-20,2호선,시청,시청,Monday,시위,27449,26674,54123,26955.27778,25724.90972,52680.1875,2.74,증가
2023-03-20,5호선,올림픽공원,올림픽공원,Monday,행사,8753,8306,17059,4923.958904,4205.315068,9129.273973,86.86,증가
2023-03-23,2호선,시청,시청,Thursday,시위,29535,28561,58096,29729.20408,28537.02041,58266.22449,-0.29,감소
2023-03-24,2호선,시청,시청,Friday,시위,29368,27782,57150,29834.02027,28301.56757,58135.58784,-1.7,감소
2023-03-24,5호선,올림픽공원,올림픽공원,Friday,행사,5596,4845,10441,5334.41791,4560.880597,9895.298507,5.51,증가
2023-03-25,5호선,올림픽공원,올림픽공원,Saturday,행사,6956,6978,13934,2739.166667,2440,5179.166667,169.04,증가
2023-03-26,5호선,올림픽공원,올림픽공원,Sunday,행사,6139,6401,12540,3374.333333,3357,6731.333333,86.29,증가
2023-03-31,5호선,올림픽공원,올림픽공원,Friday,행사,5994,5315,11309,5334.41791,4560.880597,9895.298507,14.29,증가
2023-04-01,5호선,올림픽공원,올림픽공원,Saturday,행사,6696,6280,12976,2739.166667,2440,5179.166667,150.54,증가
2023-04-02,5호선,올림픽공원,올림픽공원,Sunday,행사,5207,5274,10481,3374.333333,3357,6731.333333,55.7,증가
2023-04-02,4호선,삼각지,삼각지,Sunday,시위,3511,4685,8196,4444.032895,5677.605263,10121.63816,-19.02,감소
2023-04-08,5호선,올림픽공원,올림픽공원,Saturday,행사,6293,6525,12818,2739.166667,2440,5179.166667,147.49,증가
2023-04-15,2호선,종합운동장,종합운동장,Saturday,행사,18210,20404,38614,11157.85556,12532.94444,23690.8,62.99,증가
2023-04-15,5호선,올림픽공원,올림픽공원,Saturday,행사,4714,4749,9463,2739.166667,2440,5179.166667,82.71,증가
2023-04-16,2호선,종합운동장,종합운동장,Sunday,행사,16390,18093,34483,11497.52632,12325.68421,23823.21053,44.75,증가
2023-04-16,5호선,올림픽공원,올림픽공원,Sunday,행사,4309,4405,8714,3374.333333,3357,6731.333333,29.45,증가
2023-04-17,2호선,시청,시청,Monday,시위,27202,26214,53416,26955.27778,25724.90972,52680.1875,1.4,증가
2023-04-19,4호선,명동,명동,Wednesday,시위,33601,34382,67983,34306.08609,36427.01325,70733.09934,-3.89,감소
2023-04-20,4호선,삼각지,삼각지,Thursday,시위,6538,7632,14170,6710.277027,7547.959459,14258.23649,-0.62,감소
2023-04-20,5호선,광화문,광화문,Thursday,시위,36183,38403,74586,36583.28477,38707.52318,75290.80795,-0.94,감소
2023-04-20,2호선,시청,시청,Thursday,시위,29490,28743,58233,29729.20408,28537.02041,58266.22449,-0.06,감소
2023-04-21,5호선,광화문,광화문,Friday,시위,35760,37714,73474,36279.19868,38386.64238,74665.84106,-1.6,감소
2023-04-22,2호선,종합운동장,종합운동장,Saturday,행사,16073,17973,34046,11157.85556,12532.94444,23690.8,43.71,증가
2023-04-22,5호선,올림픽공원,올림픽공원,Saturday,행사,4319,3881,8200,2739.166667,2440,5179.166667,58.33,증가
2023-04-23,2호선,종합운동장,종합운동장,Sunday,행사,17448,18316,35764,11497.52632,12325.68421,23823.21053,50.12,증가
2023-04-23,5호선,올림픽공원,올림픽공원,Sunday,행사,3684,3311,6995,3374.333333,3357,6731.333333,3.92,증가
2023-04-24,4호선,혜화,혜화,Monday,시위,33874,33799,67673,32751.31915,32747.31206,65498.63121,3.32,증가
2023-04-28,2호선,종합운동장,종합운동장,Friday,행사,24507,26098,50605,12712.36134,13981.92437,26694.28571,89.57,증가
2023-04-29,5호선,올림픽공원,올림픽공원,Saturday,행사,5421,4601,10022,2739.166667,2440,5179.166667,93.51,증가
2023-04-29,2호선,종합운동장,종합운동장,Saturday,행사,21696,24194,45890,11157.85556,12532.94444,23690.8,93.7,증가
2023-04-30,5호선,올림픽공원,올림픽공원,Sunday,행사,4220,3632,7852,3374.333333,3357,6731.333333,16.65,증가
2023-05-05,2호선,종합운동장,종합운동장,Friday,행사,5436,5937,11373,12712.36134,13981.92437,26694.28571,-57.4,감소
2023-05-05,5호선,올림픽공원,올림픽공원,Friday,행사,3150,2861,6011,5334.41791,4560.880597,9895.298507,-39.25,감소
2023-05-06,5호선,올림픽공원,올림픽공원,Saturday,행사,4591,3810,8401,2739.166667,2440,5179.166667,62.21,증가
2023-05-06,2호선,종합운동장,종합운동장,Saturday,행사,6146,6500,12646,11157.85556,12532.94444,23690.8,-46.62,감소
2023-05-07,2호선,종합운동장,종합운동장,Sunday,행사,15764,17769,33533,11497.52632,12325.68421,23823.21053,40.76,증가
2023-05-07,5호선,올림픽공원,올림픽공원,Sunday,행사,3933,3271,7204,3374.333333,3357,6731.333333,7.02,증가
2023-05-13,2호선,종합운동장,종합운동장,Saturday,행사,37899,42567,80466,11157.85556,12532.94444,23690.8,239.65,증가
2023-05-13,5호선,올림픽공원,올림픽공원,Saturday,행사,5617,5845,11462,2739.166667,2440,5179.166667,121.31,증가
2023-05-14,5호선,올림픽공원,올림픽공원,Sunday,행사,4978,5191,10169,3374.333333,3357,6731.333333,51.07,증가
2023-05-19,5호선,올림픽공원,올림픽공원,Friday,행사,8061,7258,15319,5334.41791,4560.880597,9895.298507,54.81,증가
2023-05-20,5호선,올림픽공원,올림픽공원,Saturday,행사,6779,6326,13105,2739.166667,2440,5179.166667,153.03,증가
2023-05-21,5호선,올림픽공원,올림픽공원,Sunday,행사,5765,5423,11188,3374.333333,3357,6731.333333,66.21,증가
2023-05-26,5호선,올림픽공원,올림픽공원,Friday,행사,7134,6640,13774,5334.41791,4560.880597,9895.298507,39.2,증가
2023-05-27,5호선,올림픽공원,올림픽공원,Saturday,행사,4841,4510,9351,2739.166667,2440,5179.166667,80.55,증가
2023-05-28,5호선,올림픽공원,올림픽공원,Sunday,행사,3612,3286,6898,3374.333333,3357,6731.333333,2.48,증가
2023-06-03,5호선,올림픽공원,올림픽공원,Saturday,행사,6546,6622,13168,2739.166667,2440,5179.166667,154.25,증가
2023-06-04,5호선,올림픽공원,올림픽공원,Sunday,행사,6038,6260,12298,3374.333333,3357,6731.333333,82.7,증가
2023-06-10,5호선,올림픽공원,올림픽공원,Saturday,행사,6084,5661,11745,2739.166667,2440,5179.166667,126.77,증가
2023-06-11,5호선,올림픽공원,올림픽공원,Sunday,행사,4558,4852,9410,3374.333333,3357,6731.333333,39.79,증가
2023-06-13,2호선,시청,시청,Tuesday,시위,30205,29845,60050,29145.64384,27907.08219,57052.72603,5.25,증가
2023-06-16,5호선,올림픽공원,올림픽공원,Friday,행사,8260,7710,15970,5334.41791,4560.880597,9895.298507,61.39,증가
2023-06-17,2호선,종합운동장,종합운동장,Saturday,행사,41567,56159,97726,11157.85556,12532.94444,23690.8,312.51,증가
2023-06-17,5호선,올림픽공원,올림픽공원,Saturday,행사,5896,5625,11521,2739.166667,2440,5179.166667,122.45,증가
2023-06-18,2호선,종합운동장,종합운동장,Sunday,행사,39943,52102,92045,11497.52632,12325.68421,23823.21053,286.37,증가
2023-06-18,5호선,올림픽공원,올림픽공원,Sunday,행사,4907,4632,9539,3374.333333,3357,6731.333333,41.71,증가
2023-06-23,5호선,올림픽공원,올림픽공원,Friday,행사,7643,7190,14833,5334.41791,4560.880597,9895.298507,49.9,증가
2023-06-23,2호선,종합운동장,종합운동장,Friday,행사,27969,32139,60108,12712.36134,13981.92437,26694.28571,125.17,증가
2023-06-24,2호선,종합운동장,종합운동장,Saturday,행사,39322,44138,83460,11157.85556,12532.94444,23690.8,252.29,증가
2023-06-24,5호선,올림픽공원,올림픽공원,Saturday,행사,8219,8296,16515,2739.166667,2440,5179.166667,218.87,증가
2023-06-25,2호선,종합운동장,종합운동장,Sunday,행사,35654,38154,73808,11497.52632,12325.68421,23823.21053,209.82,증가
2023-06-25,5호선,올림픽공원,올림픽공원,Sunday,행사,6336,7132,13468,3374.333333,3357,6731.333333,100.08,증가
2023-06-29,4호선,삼각지,삼각지,Thursday,시위,6116,6913,13029,6710.277027,7547.959459,14258.23649,-8.62,감소
2023-06-30,2호선,종합운동장,종합운동장,Friday,행사,39742,46487,86229,12712.36134,13981.92437,26694.28571,223.02,증가
2023-07-01,2호선,종합운동장,종합운동장,Saturday,행사,38355,43665,82020,11157.85556,12532.94444,23690.8,246.21,증가
2023-07-01,5호선,올림픽공원,올림픽공원,Saturday,행사,5931,6571,12502,2739.166667,2440,5179.166667,141.39,증가
2023-07-02,2호선,종합운동장,종합운동장,Sunday,행사,35217,38783,74000,11497.52632,12325.68421,23823.21053,210.62,증가
2023-07-02,5호선,올림픽공원,올림픽공원,Sunday,행사,5284,5648,10932,3374.333333,3357,6731.333333,62.4,증가
2023-07-03,4호선,혜화,혜화,Monday,시위,31765,31925,63690,32751.31915,32747.31206,65498.63121,-2.76,감소
2023-07-06,4호선,삼각지,삼각지,Thursday,시위,6623,7466,14089,6710.277027,7547.959459,14258.23649,-1.19,감소
2023-07-08,5호선,올림픽공원,올림픽공원,Saturday,행사,5194,5341,10535,2739.166667,2440,5179.166667,103.41,증가
2023-07-09,5호선,올림픽공원,올림픽공원,Sunday,행사,4069,4152,8221,3374.333333,3357,6731.333333,22.13,증가
2023-07-14,5호선,올림픽공원,올림픽공원,Friday,행사,4822,3992,8814,5334.41791,4560.880597,9895.298507,-10.93,감소
2023-07-15,5호선,올림픽공원,올림픽공원,Saturday,행사,3126,2724,5850,2739.166667,2440,5179.166667,12.95,증가
2023-07-16,5호선,올림픽공원,올림픽공원,Sunday,행사,2913,2573,5486,3374.333333,3357,6731.333333,-18.5,감소
2023-07-22,5호선,올림픽공원,올림픽공원,Saturday,행사,5029,4598,9627,2739.166667,2440,5179.166667,85.88,증가
2023-07-23,5호선,올림픽공원,올림픽공원,Sunday,행사,4106,3603,7709,3374.333333,3357,6731.333333,14.52,증가
2023-07-28,5호선,올림픽공원,올림픽공원,Friday,행사,4667,4099,8766,5334.41791,4560.880597,9895.298507,-11.41,감소
2023-07-29,5호선,올림픽공원,올림픽공원,Saturday,행사,5169,5769,10938,2739.166667,2440,5179.166667,111.19,증가
2023-07-30,5호선,올림픽공원,올림픽공원,Sunday,행사,4476,5026,9502,3374.333333,3357,6731.333333,41.16,증가
2023-08-04,5호선,올림픽공원,올림픽공원,Friday,행사,7419,7328,14747,5334.41791,4560.880597,9895.298507,49.03,증가
2023-08-05,5호선,올림픽공원,올림픽공원,Saturday,행사,5421,5787,11208,2739.166667,2440,5179.166667,116.41,증가
2023-08-06,5호선,올림픽공원,올림픽공원,Sunday,행사,4546,5228,9774,3374.333333,3357,6731.333333,45.2,증가
2023-08-10,5호선,올림픽공원,올림픽공원,Thursday,행사,5407,5125,10532,5183.440559,4403.132867,9586.573427,9.86,증가
2023-08-11,2호선,시청,시청,Friday,시위,27235,26564,53799,29834.02027,28301.56757,58135.58784,-7.46,감소
2023-08-12,2호선,종합운동장,종합운동장,Saturday,행사,15719,17040,32759,11157.85556,12532.94444,23690.8,38.28,증가
2023-08-12,5호선,올림픽공원,올림픽공원,Saturday,행사,3068,2823,5891,2739.166667,2440,5179.166667,13.74,증가
2023-08-13,2호선,종합운동장,종합운동장,Sunday,행사,15872,16570,32442,11497.52632,12325.68421,23823.21053,36.18,증가
2023-08-13,5호선,올림픽공원,올림픽공원,Sunday,행사,2414,2321,4735,3374.333333,3357,6731.333333,-29.66,감소
2023-08-14,5호선,올림픽공원,올림픽공원,Monday,행사,3935,3519,7454,4923.958904,4205.315068,9129.273973,-18.35,감소
2023-08-19,5호선,올림픽공원,올림픽공원,Saturday,행사,4940,4813,9753,2739.166667,2440,5179.166667,88.31,증가
2023-08-20,5호선,올림픽공원,올림픽공원,Sunday,행사,4057,4157,8214,3374.333333,3357,6731.333333,22.03,증가
2023-08-22,5호선,올림픽공원,올림픽공원,Tuesday,행사,5229,4260,9489,5070.673611,4315.652778,9386.326389,1.09,증가
2023-08-25,5호선,올림픽공원,올림픽공원,Friday,행사,5755,5292,11047,5334.41791,4560.880597,9895.298507,11.64,증가
2023-08-26,5호선,올림픽공원,올림픽공원,Saturday,행사,5192,4959,10151,2739.166667,2440,5179.166667,96,증가
2023-08-27,5호선,올림픽공원,올림픽공원,Sunday,행사,4208,4220,8428,3374.333333,3357,6731.333333,25.21,증가
2023-08-29,5호선,올림픽공원,올림픽공원,Tuesday,행사,7932,7216,15148,5070.673611,4315.652778,9386.326389,61.38,증가
2023-09-02,5호선,올림픽공원,올림픽공원,Saturday,행사,5559,5320,10879,2739.166667,2440,5179.166667,110.05,증가
2023-09-03,5호선,올림픽공원,올림픽공원,Sunday,행사,5568,4875,10443,3374.333333,3357,6731.333333,55.14,증가
2023-09-05,2호선,당산,당산,Tuesday,시위,20097,23593,43690,19475.85333,22659.74,42135.59333,3.69,증가
2023-09-05,2호선,시청,시청,Tuesday,시위,29465,28208,57673,29145.64384,27907.08219,57052.72603,1.09,증가
2023-09-05,4호선,서울,서울,Tuesday,시위,14099,21094,35193,13570.12245,21557.77551,35127.89796,0.19,증가
2023-09-09,5호선,올림픽공원,올림픽공원,Saturday,행사,6519,5710,12229,2739.166667,2440,5179.166667,136.12,증가
2023-09-09,2호선,종합운동장,종합운동장,Saturday,행사,25517,29117,54634,11157.85556,12532.94444,23690.8,130.61,증가
2023-09-10,2호선,종합운동장,종합운동장,Sunday,행사,17304,18840,36144,11497.52632,12325.68421,23823.21053,51.72,증가
2023-09-10,5호선,올림픽공원,올림픽공원,Sunday,행사,4120,3724,7844,3374.333333,3357,6731.333333,16.53,증가
2023-09-11,2호선,당산,당산,Monday,시위,19807,23598,43405,18499.2053,21586.68212,40085.88742,8.28,증가
2023-09-11,2호선,시청,시청,Monday,시위,27537,26620,54157,26955.27778,25724.90972,52680.1875,2.8,증가
2023-09-11,4호선,명동,명동,Monday,시위,34047,35693,69740,33854.63333,35694.76,69549.39333,0.27,증가
2023-09-16,5호선,올림픽공원,올림픽공원,Saturday,행사,4507,3890,8397,2739.166667,2440,5179.166667,62.13,증가
2023-09-17,5호선,올림픽공원,올림픽공원,Sunday,행사,3415,3187,6602,3374.333333,3357,6731.333333,-1.92,감소
2023-09-23,5호선,올림픽공원,올림픽공원,Saturday,행사,9169,8808,17977,2739.166667,2440,5179.166667,247.1,증가
2023-09-24,5호선,올림픽공원,올림픽공원,Sunday,행사,6829,6699,13528,3374.333333,3357,6731.333333,100.97,증가
2023-09-25,2호선,시청,시청,Monday,시위,28912,27636,56548,26955.27778,25724.90972,52680.1875,7.34,증가
2023-10-07,5호선,올림픽공원,올림픽공원,Saturday,행사,6297,5958,12255,2739.166667,2440,5179.166667,136.62,증가
2023-10-07,2호선,종합운동장,종합운동장,Saturday,행사,19442,22081,41523,11157.85556,12532.94444,23690.8,75.27,증가
2023-10-08,2호선,종합운동장,종합운동장,Sunday,행사,17885,20860,38745,11497.52632,12325.68421,23823.21053,62.64,증가
2023-10-08,5호선,올림픽공원,올림픽공원,Sunday,행사,5235,4847,10082,3374.333333,3357,6731.333333,49.78,증가
2023-10-09,5호선,올림픽공원,올림픽공원,Monday,행사,5096,4991,10087,4923.958904,4205.315068,9129.273973,10.49,증가
2023-10-13,5호선,올림픽공원,올림픽공원,Friday,행사,7480,7037,14517,5334.41791,4560.880597,9895.298507,46.71,증가
2023-10-14,5호선,올림픽공원,올림픽공원,Saturday,행사,6456,5567,12023,2739.166667,2440,5179.166667,132.14,증가
2023-10-15,5호선,올림픽공원,올림픽공원,Sunday,행사,5880,5575,11455,3374.333333,3357,6731.333333,70.17,증가
2023-10-20,5호선,올림픽공원,올림픽공원,Friday,행사,10321,9254,19575,5334.41791,4560.880597,9895.298507,97.82,증가
2023-10-21,5호선,올림픽공원,올림픽공원,Saturday,행사,8618,8270,16888,2739.166667,2440,5179.166667,226.08,증가
2023-10-22,5호선,올림픽공원,올림픽공원,Sunday,행사,8113,7667,15780,3374.333333,3357,6731.333333,134.43,증가
2023-10-27,5호선,올림픽공원,올림픽공원,Friday,행사,8018,7891,15909,5334.41791,4560.880597,9895.298507,60.77,증가
2023-10-28,5호선,올림픽공원,올림픽공원,Saturday,행사,8303,7421,15724,2739.166667,2440,5179.166667,203.6,증가
2023-10-29,5호선,올림픽공원,올림픽공원,Sunday,행사,6537,6508,13045,3374.333333,3357,6731.333333,93.8,증가
2023-11-03,5호선,올림픽공원,올림픽공원,Friday,행사,8044,7613,15657,5334.41791,4560.880597,9895.298507,58.23,증가
2023-11-04,5호선,올림픽공원,올림픽공원,Saturday,행사,7571,6881,14452,2739.166667,2440,5179.166667,179.04,증가
2023-11-05,5호선,올림픽공원,올림픽공원,Sunday,행사,5530,5311,10841,3374.333333,3357,6731.333333,61.05,증가
2023-11-10,5호선,올림픽공원,올림픽공원,Friday,행사,6500,6586,13086,5334.41791,4560.880597,9895.298507,32.24,증가
2023-11-11,5호선,올림픽공원,올림픽공원,Saturday,행사,5267,5023,10290,2739.166667,2440,5179.166667,98.68,증가
2023-11-12,5호선,올림픽공원,올림픽공원,Sunday,행사,4141,4050,8191,3374.333333,3357,6731.333333,21.68,증가
2023-11-13,2호선,시청,시청,Monday,시위,27942,26499,54441,26955.27778,25724.90972,52680.1875,3.34,증가
2023-11-13,4호선,혜화,혜화,Monday,시위,34664,34297,68961,32751.31915,32747.31206,65498.63121,5.29,증가
2023-11-14,4호선,혜화,혜화,Tuesday,시위,38407,38228,76635,36660.19444,36548.82639,73209.02083,4.68,증가
2023-11-17,5호선,올림픽공원,올림픽공원,Friday,행사,7086,6717,13803,5334.41791,4560.880597,9895.298507,39.49,증가
2023-11-18,5호선,올림픽공원,올림픽공원,Saturday,행사,5862,5212,11074,2739.166667,2440,5179.166667,113.82,증가
2023-11-19,5호선,올림픽공원,올림픽공원,Sunday,행사,5086,4636,9722,3374.333333,3357,6731.333333,44.43,증가
2023-11-20,2호선,시청,시청,Monday,시위,28660,27165,55825,26955.27778,25724.90972,52680.1875,5.97,증가
2023-11-21,2호선,시청,시청,Tuesday,시위,30143,29094,59237,29145.64384,27907.08219,57052.72603,3.83,증가
2023-11-23,4호선,혜화,혜화,Thursday,시위,41804,41649,83453,38490.95139,38497.58333,76988.53472,8.4,증가
2023-11-24,4호선,혜화,혜화,Friday,시위,42817,42549,85366,39891.46763,39756.85612,79648.32374,7.18,증가
2023-11-24,5호선,올림픽공원,올림픽공원,Friday,행사,7331,6845,14176,5334.41791,4560.880597,9895.298507,43.26,증가
2023-11-25,5호선,올림픽공원,올림픽공원,Saturday,행사,6444,5607,12051,2739.166667,2440,5179.166667,132.68,증가
2023-11-26,5호선,올림픽공원,올림픽공원,Sunday,행사,4953,4781,9734,3374.333333,3357,6731.333333,44.61,증가
2023-11-27,2호선,종합운동장,종합운동장,Monday,행사,10642,12223,22865,8194.637584,9218.899329,17413.53691,31.31,증가
2023-11-28,2호선,종합운동장,종합운동장,Tuesday,행사,11072,13231,24303,10766.95238,11956.61111,22723.56349,6.95,증가
2023-11-30,2호선,시청,시청,Thursday,시위,30761,28745,59506,29729.20408,28537.02041,58266.22449,2.13,증가
2023-12-01,4호선,혜화,혜화,Friday,시위,41927,41864,83791,39891.46763,39756.85612,79648.32374,5.2,증가
2023-12-01,5호선,올림픽공원,올림픽공원,Friday,행사,7642,7063,14705,5334.41791,4560.880597,9895.298507,48.61,증가
2023-12-02,5호선,올림픽공원,올림픽공원,Saturday,행사,6217,5107,11324,2739.166667,2440,5179.166667,118.65,증가
2023-12-03,5호선,올림픽공원,올림픽공원,Sunday,행사,4930,4622,9552,3374.333333,3357,6731.333333,41.9,증가
2023-12-08,4호선,동대문,동대문,Friday,시위,22562,22729,45291,21523.65563,21492.60927,43016.2649,5.29,증가
2023-12-08,4호선,혜화,혜화,Friday,시위,41625,40641,82266,39891.46763,39756.85612,79648.32374,3.29,증가
2023-12-09,5호선,올림픽공원,올림픽공원,Saturday,행사,5492,4680,10172,2739.166667,2440,5179.166667,96.4,증가
2023-12-10,2호선,종합운동장,종합운동장,Sunday,행사,10386,11473,21859,11497.52632,12325.68421,23823.21053,-8.24,감소
2023-12-10,5호선,올림픽공원,올림픽공원,Sunday,행사,4563,3957,8520,3374.333333,3357,6731.333333,26.57,증가
2023-12-11,5호선,올림픽공원,올림픽공원,Monday,행사,5235,4301,9536,4923.958904,4205.315068,9129.273973,4.46,증가
2023-12-13,4호선,혜화,혜화,Wednesday,시위,44763,44502,89265,39045.08276,38949.02759,77994.11034,14.45,증가
2023-12-14,4호선,혜화,혜화,Thursday,시위,46600,46276,92876,38490.95139,38497.58333,76988.53472,20.64,증가
2023-12-15,4호선,혜화,혜화,Friday,시위,47827,47600,95427,39891.46763,39756.85612,79648.32374,19.81,증가
2023-12-15,5호선,올림픽공원,올림픽공원,Friday,행사,7844,7461,15305,5334.41791,4560.880597,9895.298507,54.67,증가
2023-12-16,2호선,종합운동장,종합운동장,Saturday,행사,11703,13314,25017,11157.85556,12532.94444,23690.8,5.6,증가
2023-12-16,5호선,올림픽공원,올림픽공원,Saturday,행사,5783,5776,11559,2739.166667,2440,5179.166667,123.18,증가
2023-12-17,2호선,종합운동장,종합운동장,Sunday,행사,7129,8162,15291,11497.52632,12325.68421,23823.21053,-35.81,감소
2023-12-17,5호선,올림픽공원,올림픽공원,Sunday,행사,5249,5036,10285,3374.333333,3357,6731.333333,52.79,증가
2023-12-22,4호선,혜화,혜화,Friday,시위,44236,44671,88907,39891.46763,39756.85612,79648.32374,11.62,증가
2023-12-22,5호선,올림픽공원,올림픽공원,Friday,행사,5056,5632,10688,5334.41791,4560.880597,9895.298507,8.01,증가
2023-12-23,2호선,종합운동장,종합운동장,Saturday,행사,11821,13639,25460,11157.85556,12532.94444,23690.8,7.47,증가
2023-12-23,5호선,올림픽공원,올림픽공원,Saturday,행사,4130,4350,8480,2739.166667,2440,5179.166667,63.73,증가
2023-12-24,5호선,올림픽공원,올림픽공원,Sunday,행사,3873,4303,8176,3374.333333,3357,6731.333333,21.46,증가
2023-12-24,2호선,종합운동장,종합운동장,Sunday,행사,11334,12304,23638,11497.52632,12325.68421,23823.21053,-0.78,감소
2023-12-25,2호선,종합운동장,종합운동장,Monday,행사,9485,10910,20395,8194.637584,9218.899329,17413.53691,17.12,증가
2023-12-29,2호선,종합운동장,종합운동장,Friday,행사,11635,12718,24353,12712.36134,13981.92437,26694.28571,-8.77,감소
2023-12-29,5호선,올림픽공원,올림픽공원,Friday,행사,7028,6704,13732,5334.41791,4560.880597,9895.298507,38.77,증가
2023-12-30,2호선,종합운동장,종합운동장,Saturday,행사,11993,12961,24954,11157.85556,12532.94444,23690.8,5.33,증가
2023-12-30,5호선,올림픽공원,올림픽공원,Saturday,행사,7301,5791,13092,2739.166667,2440,5179.166667,152.78,증가
2023-12-31,2호선,종합운동장,종합운동장,Sunday,행사,10994,12086,23080,11497.52632,12325.68421,23823.21053,-3.12,감소
2023-12-31,5호선,올림픽공원,올림픽공원,Sunday,행사,3637,3723,7360,3374.333333,3357,6731.333333,9.34,증가
2024-01-02,4호선,혜화,혜화,Tuesday,시위,32014,32488,64502,36660.19444,36548.82639,73209.02083,-11.89,감소
2024-01-05,4호선,혜화,혜화,Friday,시위,37822,38368,76190,39891.46763,39756.85612,79648.32374,-4.34,감소
2024-01-13,5호선,올림픽공원,올림픽공원,Saturday,행사,3591,3015,6606,2739.166667,2440,5179.166667,27.55,증가
2024-01-13,2호선,종합운동장,종합운동장,Saturday,행사,8179,9062,17241,11157.85556,12532.94444,23690.8,-27.22,감소
